;.\Aae UPO 1-1 10ul 1.Sample.Raw.csv;;.\Aae UPO 1-10 10ul 1.Sample.Raw.csv;;.\Aae UPO 1-10 10ul 2.Sample.Raw.csv;;.\Aae UPO 1-10 10ul 3.Sample.Raw.csv;
;s; A;s; A;s; A;s; A
;;;;;;;;
0;0.0;0.614991;0.0;0.056084;0.0;0.052297;0.0;0.053146000000000006
1;0.2;0.628362;0.2;0.05789;0.2;0.053844;0.2;0.055067
2;0.4;0.640727;0.4;0.05956;0.4;0.05559;0.4;0.05645599999999999
3;0.6;0.653354;0.6;0.061391999999999995;0.6;0.057138999999999995;0.6;0.058141
4;0.8;0.66497;0.8;0.062584;0.8;0.058945000000000004;0.8;0.059458000000000004
5;1.0;0.677607;1.0;0.064184;1.0;0.06031;1.0;0.060953999999999994
6;1.2;0.68909;1.2;0.066077;1.2;0.062295;1.2;0.062553
7;1.4;0.701762;1.4;0.067538;1.4;0.064028;1.4;0.064604
8;1.6;0.713287;1.6;0.069162;1.6;0.065868;1.6;0.065915
9;1.8;0.7261;1.8;0.070881;1.8;0.067308;1.8;0.067637
10;2.0;0.738053;2.0;0.072565;2.0;0.06912;2.0;0.068758
11;2.2;0.7496649999999999;2.2;0.07399;2.2;0.070591;2.2;0.070507
12;2.4;0.7618020000000001;2.4;0.075627;2.4;0.072031;2.4;0.072042
13;2.6;0.773597;2.6;0.077164;2.6;0.07398500000000001;2.6;0.073518
14;2.8;0.785121;2.8;0.07835800000000001;2.8;0.07578700000000001;2.8;0.07525499999999999
15;3.0;0.79752;3.0;0.07991000000000001;3.0;0.077234;3.0;0.076779
16;3.2;0.808178;3.2;0.081024;3.2;0.078899;3.2;0.077999
17;3.4;0.8213219999999999;3.4;0.082478;3.4;0.080502;3.4;0.07952200000000001
18;3.6;0.83195;3.6;0.08429400000000001;3.6;0.081867;3.6;0.081235
19;3.8;0.844374;3.8;0.085273;3.8;0.08363200000000001;3.8;0.082175
20;4.0;0.8558450000000001;4.0;0.087118;4.0;0.084996;4.0;0.084071
21;4.2;0.8671989999999999;4.2;0.088306;4.2;0.086588;4.2;0.08531699999999999
22;4.4;0.8783489999999999;4.4;0.089657;4.4;0.088065;4.4;0.086921
23;4.6;0.890942;4.6;0.09104;4.6;0.089768;4.6;0.088328
24;4.8;0.901442;4.8;0.09268799999999999;4.8;0.091101;4.8;0.089801
25;5.0;0.9126049999999999;5.0;0.094064;5.0;0.09252200000000001;5.0;0.09109
26;5.2;0.9236110000000001;5.2;0.095484;5.2;0.09427;5.2;0.092572
27;5.4;0.9350200000000001;5.4;0.096578;5.4;0.095679;5.4;0.093648
28;5.6;0.9466959999999999;5.6;0.09813999999999999;5.6;0.09726599999999999;5.6;0.095088
29;5.8;0.959306;5.8;0.099511;5.8;0.098342;5.8;0.096444
30;6.0;0.970032;6.0;0.10082999999999999;6.0;0.09995599999999999;6.0;0.097832
31;6.2;0.9790639999999999;6.2;0.102396;6.2;0.10146799999999999;6.2;0.099399
32;6.4;0.9901639999999999;6.4;0.103497;6.4;0.103094;6.4;0.100491
33;6.6;1.001825;6.6;0.10510699999999999;6.6;0.1046;6.6;0.10180800000000001
34;6.8;1.011734;6.8;0.10636300000000001;6.8;0.10565999999999999;6.8;0.10316199999999999
35;7.0;1.025087;7.0;0.10766300000000001;7.0;0.10740999999999999;7.0;0.104788
36;7.2;1.034577;7.2;0.10903499999999999;7.2;0.108742;7.2;0.106083
37;7.4;1.04557;7.4;0.11029100000000001;7.4;0.110101;7.4;0.107175
38;7.6;1.0566440000000001;7.6;0.111851;7.6;0.11174100000000001;7.6;0.108805
39;7.8;1.0673290000000002;7.8;0.11312699999999999;7.8;0.11310999999999999;7.8;0.109956
40;8.0;1.07748;8.0;0.11433099999999999;8.0;0.114587;8.0;0.111608
41;8.2;1.088751;8.2;0.115625;8.2;0.11592899999999999;8.2;0.11255799999999999
42;8.4;1.0992520000000001;8.4;0.117023;8.4;0.117129;8.4;0.114104
43;8.6;1.110938;8.6;0.11826099999999999;8.6;0.118408;8.6;0.11542100000000001
44;8.8;1.122293;8.8;0.11954400000000001;8.8;0.119969;8.8;0.116619
45;9.0;1.1312209999999998;9.0;0.120925;9.0;0.12119100000000001;9.0;0.11775
46;9.2;1.140521;9.2;0.122074;9.2;0.122744;9.2;0.118902
47;9.4;1.152625;9.4;0.123326;9.4;0.124243;9.4;0.12045299999999999
48;9.6;1.160583;9.6;0.124833;9.6;0.12528599999999998;9.6;0.121458
49;9.8;1.174403;9.8;0.126183;9.8;0.126914;9.8;0.122619
50;10.0;1.18455;10.0;0.127628;10.0;0.128433;10.0;0.124052
51;10.2;1.196345;10.2;0.128433;10.2;0.129601;10.2;0.125203
52;10.4;1.204581;10.4;0.129849;10.4;0.130894;10.4;0.126776
53;10.6;1.217236;10.6;0.131293;10.6;0.131966;10.6;0.12786199999999998
54;10.8;1.226333;10.8;0.132403;10.8;0.133734;10.8;0.12931800000000002
55;11.0;1.235241;11.0;0.133576;11.0;0.134905;11.0;0.130356
56;11.2;1.24654;11.2;0.134978;11.2;0.13610899999999998;11.2;0.131796
57;11.4;1.2562;11.4;0.13617100000000001;11.4;0.137372;11.4;0.13328399999999999
58;11.6;1.2664090000000001;11.6;0.137121;11.6;0.13908299999999998;11.6;0.13428299999999999
59;11.8;1.2777120000000002;11.8;0.138688;11.8;0.140398;11.8;0.13508199999999998
60;12.0;1.285241;12.0;0.139737;12.0;0.141376;12.0;0.136581
61;12.2;1.2979399999999999;12.2;0.141103;12.2;0.14268499999999998;12.2;0.137882
62;12.4;1.308737;12.4;0.142232;12.4;0.144024;12.4;0.138898
63;12.6;1.318317;12.6;0.14382999999999999;12.6;0.145322;12.6;0.140076
64;12.8;1.324036;12.8;0.144591;12.8;0.146776;12.8;0.141221
65;13.0;1.336383;13.0;0.146092;13.0;0.148253;13.0;0.14241800000000002
66;13.2;1.3473959999999998;13.2;0.147146;13.2;0.14949500000000002;13.2;0.143731
67;13.4;1.359514;13.4;0.148479;13.4;0.150506;13.4;0.145029
68;13.6;1.368307;13.6;0.149589;13.6;0.151882;13.6;0.14608
69;13.8;1.375684;13.8;0.150626;13.8;0.153306;13.8;0.147561
70;14.0;1.386336;14.0;0.15196400000000002;14.0;0.154211;14.0;0.148662
71;14.2;1.3984860000000001;14.2;0.153504;14.2;0.15543900000000002;14.2;0.149387
72;14.4;1.4048049999999999;14.4;0.154473;14.4;0.156868;14.4;0.150544
73;14.6;1.4166729999999998;14.6;0.155381;14.6;0.157942;14.6;0.151843
74;14.8;1.4285139999999998;14.8;0.156836;14.8;0.159413;14.8;0.152835
75;15.0;1.437243;15.0;0.158026;15.0;0.160778;15.0;0.15425
76;15.2;1.445777;15.2;0.159187;15.2;0.16145199999999998;15.2;0.15520799999999998
77;15.4;1.4576799999999999;15.4;0.160234;15.4;0.162973;15.4;0.15665
78;15.6;1.461937;15.6;0.161322;15.6;0.164076;15.6;0.157601
79;15.8;1.4732319999999999;15.8;0.162915;15.8;0.16551400000000002;15.8;0.15881199999999998
80;16.0;1.480612;16.0;0.16406300000000001;16.0;0.166938;16.0;0.15991
81;16.2;1.491715;16.2;0.164722;16.2;0.167972;16.2;0.160842
82;16.4;1.504109;16.4;0.165986;16.4;0.168882;16.4;0.162212
83;16.6;1.5098610000000001;16.6;0.167129;16.6;0.170469;16.6;0.162895
84;16.8;1.523388;16.8;0.168242;16.8;0.171756;16.8;0.164494
85;17.0;1.5327469999999999;17.0;0.169086;17.0;0.172948;17.0;0.165528
86;17.2;1.540445;17.2;0.170496;17.2;0.174209;17.2;0.1664
87;17.4;1.546861;17.4;0.171663;17.4;0.175266;17.4;0.167471
88;17.6;1.551297;17.6;0.172794;17.6;0.176629;17.6;0.168829
89;17.8;1.562918;17.8;0.173922;17.8;0.177463;17.8;0.170158
90;18.0;1.571842;18.0;0.175179;18.0;0.179055;18.0;0.170933
91;18.2;1.586617;18.2;0.176273;18.2;0.17991400000000002;18.2;0.17222200000000001
92;18.4;1.5985260000000001;18.4;0.177517;18.4;0.181481;18.4;0.173034
93;18.6;1.6074950000000001;18.6;0.178393;18.6;0.182325;18.6;0.17396199999999998
94;18.8;1.611867;18.8;0.179731;18.8;0.183566;18.8;0.175253
95;19.0;1.620933;19.0;0.180789;19.0;0.184927;19.0;0.176373
96;19.2;1.628857;19.2;0.18196400000000001;19.2;0.186251;19.2;0.17757699999999998
97;19.4;1.643574;19.4;0.183027;19.4;0.18729;19.4;0.178771
98;19.6;1.6529310000000002;19.6;0.184044;19.6;0.188407;19.6;0.17965699999999998
99;19.8;1.6590099999999999;19.8;0.185551;19.8;0.189853;19.8;0.180816
100;20.0;1.663112;20.0;0.186093;20.0;0.19074100000000002;20.0;0.181876
101;20.2;1.677139;20.2;0.1874;20.2;0.191999;20.2;0.182727
102;20.4;1.680986;20.4;0.189029;20.4;0.193478;20.4;0.183942
103;20.6;1.698957;20.6;0.189895;20.6;0.194366;20.6;0.18473499999999998
104;20.8;1.692075;20.8;0.190699;20.8;0.195249;20.8;0.186052
105;21.0;1.71144;21.0;0.19206199999999998;21.0;0.196577;21.0;0.18709
106;21.2;1.721221;21.2;0.19294;21.2;0.197796;21.2;0.188048
107;21.4;1.7242939999999998;21.4;0.19398800000000002;21.4;0.199026;21.4;0.189299
108;21.6;1.73705;21.6;0.19546;21.6;0.200004;21.6;0.190186
109;21.8;1.7451869999999998;21.8;0.19609200000000002;21.8;0.201048;21.8;0.19128299999999998
110;22.0;1.751959;22.0;0.19738699999999998;22.0;0.202336;22.0;0.192424
111;22.2;1.7611560000000002;22.2;0.198425;22.2;0.203229;22.2;0.19322
112;22.4;1.7660900000000002;22.4;0.199267;22.4;0.204595;22.4;0.194436
113;22.6;1.776931;22.6;0.200295;22.6;0.20535599999999998;22.6;0.19555799999999998
114;22.8;1.779348;22.8;0.201731;22.8;0.207306;22.8;0.196605
115;23.0;1.794136;23.0;0.202736;23.0;0.20805;23.0;0.19783199999999998
116;23.2;1.800591;23.2;0.203529;23.2;0.209396;23.2;0.19846
117;23.4;1.814963;23.4;0.204488;23.4;0.21036100000000002;23.4;0.199408
118;23.6;1.812341;23.6;0.205931;23.6;0.211364;23.6;0.200991
119;23.8;1.8313419999999998;23.8;0.20663600000000001;23.8;0.21255300000000002;23.8;0.201766
120;24.0;1.8274150000000002;24.0;0.20797;24.0;0.213759;24.0;0.202779
121;24.2;1.8436549999999998;24.2;0.209207;24.2;0.214631;24.2;0.20355
122;24.4;1.855043;24.4;0.21035399999999999;24.4;0.21584299999999998;24.4;0.204603
123;24.6;1.8595529999999998;24.6;0.210971;24.6;0.21728000000000003;24.6;0.20554299999999998
124;24.8;1.8670669999999998;24.8;0.21249400000000002;24.8;0.21782600000000002;24.8;0.20644200000000001
125;25.0;1.8687169999999997;25.0;0.21331999999999998;25.0;0.219025;25.0;0.207552
126;25.2;1.882495;25.2;0.214286;25.2;0.22028699999999998;25.2;0.208679
127;25.4;1.887301;25.4;0.215549;25.4;0.221425;25.4;0.20956999999999998
128;25.6;1.8855790000000001;25.6;0.216299;25.6;0.22251500000000002;25.6;0.21063
129;25.8;1.9114349999999998;25.8;0.217494;25.8;0.22374899999999998;25.8;0.21175
130;26.0;1.9195389999999999;26.0;0.21849200000000002;26.0;0.22470900000000002;26.0;0.21285199999999999
131;26.2;1.921029;26.2;0.21937399999999999;26.2;0.22564099999999998;26.2;0.21373699999999998
132;26.4;1.931604;26.4;0.220681;26.4;0.227156;26.4;0.21460900000000002
133;26.6;1.9369889999999998;26.6;0.221552;26.6;0.227987;26.6;0.21564499999999998
134;26.8;1.945589;26.8;0.222597;26.8;0.229032;26.8;0.216941
135;27.0;1.951152;27.0;0.223854;27.0;0.230422;27.0;0.21775300000000003
136;27.2;1.951552;27.2;0.224859;27.2;0.231084;27.2;0.218714
137;27.4;1.967866;27.4;0.225611;27.4;0.23231300000000002;27.4;0.21937399999999999
138;27.6;1.9775310000000001;27.6;0.226462;27.6;0.23346799999999998;27.6;0.220651
139;27.8;1.973723;27.8;0.227647;27.8;0.234519;27.8;0.22146300000000002
140;28.0;1.993105;28.0;0.229161;28.0;0.23534899999999997;28.0;0.222298
141;28.2;2.003356;28.2;0.22982199999999997;28.2;0.236605;28.2;0.223494
142;28.4;2.001107;28.4;0.230582;28.4;0.237717;28.4;0.22434099999999998
143;28.6;2.019902;28.6;0.23176300000000002;28.6;0.23874;28.6;0.225543
144;28.8;1.9970880000000002;28.8;0.232748;28.8;0.239796;28.8;0.22643899999999997
145;29.0;2.017566;29.0;0.233882;29.0;0.240831;29.0;0.227458
146;29.2;2.022251;29.2;0.234688;29.2;0.24171199999999998;29.2;0.228411
147;29.4;2.03274;29.4;0.235449;29.4;0.24295500000000003;29.4;0.22939600000000002
148;29.6;2.0529889999999997;29.6;0.23661999999999997;29.6;0.24385700000000002;29.6;0.230483
149;29.8;2.048462;29.8;0.237246;29.8;0.245185;29.8;0.231145
150;30.0;2.062186;30.0;0.23829;30.0;0.245704;30.0;0.232053
151;30.2;2.057563;30.2;0.23980300000000002;30.2;0.24706999999999998;30.2;0.233085
152;30.4;2.060125;30.4;0.240418;30.4;0.248495;30.4;0.234104
153;30.6;2.069477;30.6;0.242079;30.6;0.249281;30.6;0.23492600000000002
154;30.8;2.0817259999999997;30.8;0.242713;30.8;0.250434;30.8;0.236073
155;31.0;2.1016209999999997;31.0;0.243394;31.0;0.251375;31.0;0.23670500000000003
156;31.2;2.1016209999999997;31.2;0.244304;31.2;0.25223;31.2;0.23771
157;31.4;2.1016209999999997;31.4;0.245626;31.4;0.253328;31.4;0.23889499999999997
158;31.6;2.114826;31.6;0.24670599999999998;31.6;0.254307;31.6;0.23992
159;31.8;2.123065;31.8;0.24736999999999998;31.8;0.255546;31.8;0.240698
160;32.0;2.102187;32.0;0.24844699999999997;32.0;0.256604;32.0;0.24165
161;32.2;2.123065;32.2;0.24944000000000002;32.2;0.25756599999999996;32.2;0.24246199999999998
162;32.4;2.139409;32.4;0.25056999999999996;32.4;0.258791;32.4;0.243457
163;32.6;2.150658;32.6;0.25151100000000004;32.6;0.25959499999999996;32.6;0.244171
164;32.8;2.144997;32.8;0.252078;32.8;0.260785;32.8;0.245256
165;33.0;2.165469;33.0;0.253135;33.0;0.261413;33.0;0.24628000000000003
166;33.2;2.171404;33.2;0.254379;33.2;0.262575;33.2;0.24714099999999997
167;33.4;2.168097;33.4;0.25542600000000004;33.4;0.263945;33.4;0.247821
168;33.6;2.148133;33.6;0.256248;33.6;0.264439;33.6;0.2489
169;33.8;2.168097;33.8;0.25704;33.8;0.265518;33.8;0.249638
170;34.0;2.189715;34.0;0.25819000000000003;34.0;0.26703000000000005;34.0;0.250785
171;34.2;2.183525;34.2;0.259083;34.2;0.267808;34.2;0.251663
172;34.4;2.177422;34.4;0.259937;34.4;0.269137;34.4;0.25231
173;34.6;2.186265;34.6;0.261038;34.6;0.269928;34.6;0.253472
174;34.8;2.2124650000000003;34.8;0.261675;34.8;0.270862;34.8;0.254315
175;35.0;2.208831;35.0;0.262559;35.0;0.271965;35.0;0.255063
176;35.2;2.2124650000000003;35.2;0.26397800000000005;35.2;0.272778;35.2;0.25619200000000003
177;35.4;2.225806;35.4;0.26460300000000003;35.4;0.273727;35.4;0.256806
178;35.6;2.2220590000000002;35.6;0.265732;35.6;0.274829;35.6;0.258004
179;35.8;2.243472;35.8;0.266707;35.8;0.27574899999999997;35.8;0.25875
180;36.0;2.232634;36.0;0.26757600000000004;36.0;0.27666999999999997;36.0;0.259416
181;36.2;2.243472;36.2;0.268323;36.2;0.277593;36.2;0.260948
182;36.4;2.232634;36.4;0.26967800000000003;36.4;0.278595;36.4;0.261642
183;36.6;2.250586;36.6;0.270136;36.6;0.27976100000000004;36.6;0.262542
184;36.8;2.2333990000000004;36.8;0.271129;36.8;0.280409;36.8;0.26348499999999997
185;37.0;2.2768650000000004;37.0;0.27214099999999997;37.0;0.281615;37.0;0.264365
186;37.2;2.2768650000000004;37.2;0.27279499999999995;37.2;0.282814;37.2;0.26550100000000004
187;37.4;2.2768650000000004;37.4;0.274013;37.4;0.283717;37.4;0.266269
188;37.6;2.284552;37.6;0.275015;37.6;0.284379;37.6;0.266906
189;37.8;2.254588;37.8;0.27547;37.8;0.285518;37.8;0.267775
190;38.0;2.2693119999999998;38.0;0.276856;38.0;0.28618299999999997;38.0;0.26876300000000003
191;38.2;2.272652;38.2;0.277746;38.2;0.287595;38.2;0.26962800000000003
192;38.4;2.272652;38.4;0.27824699999999997;38.4;0.28862899999999997;38.4;0.270662
193;38.6;2.2880119999999997;38.6;0.279208;38.6;0.28917800000000005;38.6;0.271146
194;38.8;2.300346;38.8;0.280563;38.8;0.290407;38.8;0.272049
195;39.0;2.33377;39.0;0.281341;39.0;0.291317;39.0;0.27334899999999995
196;39.2;2.312121;39.2;0.282231;39.2;0.292473;39.2;0.273878
197;39.4;2.303935;39.4;0.283046;39.4;0.293352;39.4;0.274922
198;39.6;2.316736;39.6;0.284224;39.6;0.294074;39.6;0.276002
199;39.8;2.31304;39.8;0.285086;39.8;0.294955;39.8;0.276721
200;40.0;2.304837;40.0;0.28571599999999997;40.0;0.296033;40.0;0.277424
201;40.2;2.33377;40.2;0.28685;40.2;0.297247;40.2;0.27818699999999996
202;40.4;2.33377;40.4;0.287561;40.4;0.297487;40.4;0.278918
203;40.6;2.338622;40.6;0.28889899999999996;40.6;0.299097;40.6;0.27973600000000004
204;40.8;2.338622;40.8;0.28941300000000003;40.8;0.299989;40.8;0.280777
205;41.0;2.356554;41.0;0.290565;41.0;0.301294;41.0;0.281829
206;41.2;2.3425439999999997;41.2;0.291317;41.2;0.302262;41.2;0.28260799999999997
207;41.4;2.3752590000000002;41.4;0.292394;41.4;0.303035;41.4;0.283192
208;41.6;2.329926;41.6;0.292956;41.6;0.303404;41.6;0.28413
209;41.8;2.351498;41.8;0.294109;41.8;0.30439499999999997;41.8;0.284991
210;42.0;2.380601;42.0;0.29483200000000004;42.0;0.305379;42.0;0.286054
211;42.2;2.380601;42.2;0.295715;42.2;0.30656500000000003;42.2;0.28711
212;42.4;2.3903849999999998;42.4;0.296157;42.4;0.307318;42.4;0.287587
213;42.6;2.400395;42.6;0.297487;42.6;0.308473;42.6;0.28829
214;42.8;2.3903849999999998;42.8;0.298295;42.8;0.309138;42.8;0.289483
215;43.0;2.365806;43.0;0.29882;43.0;0.31042600000000004;43.0;0.29027600000000003
216;43.2;2.365806;43.2;0.300078;43.2;0.31140500000000004;43.2;0.29134299999999996
217;43.4;2.404919;43.4;0.301008;43.4;0.312213;43.4;0.29186
218;43.6;2.394805;43.6;0.30186799999999997;43.6;0.313132;43.6;0.29281599999999997
219;43.8;2.421134;43.8;0.30291799999999997;43.8;0.314413;43.8;0.29366
220;44.0;2.3752590000000002;44.0;0.303746;44.0;0.314764;44.0;0.294373
221;44.2;2.3903849999999998;44.2;0.304115;44.2;0.315643;44.2;0.29517600000000005
222;44.4;2.410641;44.4;0.30497199999999997;44.4;0.316616;44.4;0.296423
223;44.6;2.427075;44.6;0.306203;44.6;0.317879;44.6;0.29683000000000004
224;44.8;2.3752590000000002;44.8;0.306973;44.8;0.318419;44.8;0.297833
225;45.0;2.4318880000000003;45.0;0.308172;45.0;0.319436;45.0;0.298723
226;45.2;2.449163;45.2;0.30892800000000004;45.2;0.320754;45.2;0.299533
227;45.4;2.449163;45.4;0.309348;45.4;0.32155100000000003;45.4;0.30038200000000004
228;45.6;2.449163;45.6;0.310664;45.6;0.321927;45.6;0.30059600000000003
229;45.8;2.449163;45.8;0.311415;45.8;0.32324400000000003;45.8;0.301724
230;46.0;2.454228;46.0;0.31201100000000004;46.0;0.324083;46.0;0.302541
231;46.2;2.442914;46.2;0.313123;46.2;0.324905;46.2;0.303116
232;46.4;2.4318880000000003;46.4;0.31386;46.4;0.325955;46.4;0.303764
233;46.6;2.449163;46.6;0.31509699999999996;46.6;0.326468;46.6;0.304629
234;46.8;2.47778;46.8;0.31593899999999997;46.8;0.327855;46.8;0.305895
235;47.0;2.454228;47.0;0.316319;47.0;0.328751;47.0;0.306638
236;47.2;2.449163;47.2;0.31704299999999996;47.2;0.32926700000000003;47.2;0.307672
237;47.4;2.460643;47.4;0.318289;47.4;0.330683;47.4;0.308245
238;47.6;2.4658439999999997;47.6;0.318633;47.6;0.331604;47.6;0.30912
239;47.8;2.4658439999999997;47.8;0.31953899999999996;47.8;0.331978;47.8;0.30990500000000004
240;48.0;2.449163;48.0;0.320708;48.0;0.33263200000000004;48.0;0.310728
241;48.2;2.491438;48.2;0.321242;48.2;0.333557;48.2;0.31124
242;48.4;2.509861;48.4;0.322472;48.4;0.334813;48.4;0.312314
243;48.6;2.472434;48.6;0.323102;48.6;0.335442;48.6;0.313399
244;48.8;2.491438;48.8;0.324092;48.8;0.33684000000000003;48.8;0.31349099999999996
245;49.0;2.472434;49.0;0.324895;49.0;0.337336;49.0;0.314404
246;49.2;2.472434;49.2;0.32552;49.2;0.338281;49.2;0.315245
247;49.4;2.454228;49.4;0.326335;49.4;0.339296;49.4;0.316087
248;49.6;2.437979;49.6;0.327418;49.6;0.339345;49.6;0.316467
249;49.8;2.509861;49.8;0.32809299999999997;49.8;0.341049;49.8;0.317554
250;50.0;2.460643;50.0;0.32920900000000003;50.0;0.341579;50.0;0.31856799999999996
251;50.2;2.460643;50.2;0.32974499999999995;50.2;0.342504;50.2;0.319296
252;50.4;2.523089;50.4;0.33107600000000004;50.4;0.344102;50.4;0.319894
253;50.6;2.509861;50.6;0.331306;50.6;0.344478;50.6;0.320614
254;50.8;2.504109;50.8;0.33166100000000004;50.8;0.34544899999999995;50.8;0.321382
255;51.0;2.523089;51.0;0.333046;51.0;0.346123;51.0;0.322246
256;51.2;2.4658439999999997;51.2;0.333393;51.2;0.347087;51.2;0.32345100000000004
257;51.4;2.504109;51.4;0.334368;51.4;0.347964;51.4;0.323941
258;51.6;2.497024;51.6;0.335423;51.6;0.348503;51.6;0.324432
259;51.8;2.544502;51.8;0.336471;51.8;0.349773;51.8;0.324857
260;52.0;2.5367330000000003;52.0;0.337102;52.0;0.35047399999999995;52.0;0.32615500000000003
261;52.2;2.530616;52.2;0.337803;52.2;0.351488;52.2;0.326705
262;52.4;2.567026;52.4;0.33878800000000003;52.4;0.352454;52.4;0.327665
263;52.6;2.565378;52.6;0.339932;52.6;0.353483;52.6;0.328227
264;52.8;2.504109;52.8;0.340206;52.8;0.354039;52.8;0.328818
265;53.0;2.530616;53.0;0.340843;53.0;0.354312;53.0;0.329965
266;53.2;2.544502;53.2;0.341825;53.2;0.355792;53.2;0.330654
267;53.4;2.523089;53.4;0.342918;53.4;0.356564;53.4;0.33168000000000003
268;53.6;2.544502;53.6;0.34352;53.6;0.357613;53.6;0.332257
269;53.8;2.544502;53.8;0.34425100000000003;53.8;0.358317;53.8;0.332912
270;54.0;2.5508189999999997;54.0;0.34531999999999996;54.0;0.35936;54.0;0.33349
271;54.2;2.5367330000000003;54.2;0.345855;54.2;0.359371;54.2;0.334339
272;54.4;2.5382759999999998;54.4;0.34627199999999997;54.4;0.360786;54.4;0.33491
273;54.6;2.5382759999999998;54.6;0.34738600000000003;54.6;0.361536;54.6;0.335947
274;54.8;2.530616;54.8;0.348054;54.8;0.36246300000000004;54.8;0.33665500000000004
275;55.0;2.597816;55.0;0.34892199999999995;55.0;0.362948;55.0;0.337608
276;55.2;2.5508189999999997;55.2;0.349833;55.2;0.36382600000000004;55.2;0.337988
277;55.4;2.558847;55.4;0.350715;55.4;0.365017;55.4;0.338661
278;55.6;2.582148;55.6;0.35172;55.6;0.365754;55.6;0.33973600000000004
279;55.8;2.5508189999999997;55.8;0.351891;55.8;0.366523;55.8;0.34015700000000004
280;56.0;2.497024;56.0;0.352606;56.0;0.367628;56.0;0.34118699999999996
281;56.2;2.597816;56.2;0.353736;56.2;0.368348;56.2;0.341354
282;56.4;2.552413;56.4;0.354798;56.4;0.369363;56.4;0.342721
283;56.6;2.582148;56.6;0.355406;56.6;0.369709;56.6;0.343204
284;56.8;2.558847;56.8;0.356026;56.8;0.370559;56.8;0.344043
285;57.0;2.544502;57.0;0.356829;57.0;0.371411;57.0;0.344508
286;57.2;2.573682;57.2;0.357583;57.2;0.37250700000000003;57.2;0.345706
287;57.4;2.5890419999999996;57.4;0.35845;57.4;0.372929;57.4;0.34627199999999997
288;57.6;2.497024;57.6;0.359197;57.6;0.37387;57.6;0.34654
289;57.8;2.552413;57.8;0.36019;57.8;0.375131;57.8;0.34794400000000003
290;58.0;2.530616;58.0;0.360744;58.0;0.375875;58.0;0.348223
291;58.2;2.597816;58.2;0.36169;58.2;0.37650300000000003;58.2;0.349052
292;58.4;2.552413;58.4;0.362092;58.4;0.37752600000000003;58.4;0.349502
293;58.6;2.604965;58.6;0.362906;58.6;0.378189;58.6;0.350524
294;58.8;2.5890419999999996;58.8;0.36366;58.8;0.379366;58.8;0.351529
295;59.0;2.582148;59.0;0.364582;59.0;0.379473;59.0;0.352011
296;59.2;2.552413;59.2;0.36492399999999997;59.2;0.380429;59.2;0.35312
297;59.4;2.558847;59.4;0.366097;59.4;0.38116;59.4;0.353574
298;59.6;2.567026;59.6;0.366815;59.6;0.382065;59.6;0.354363
299;59.8;2.582148;59.8;0.367628;59.8;0.383015;59.8;0.35494000000000003
300;60.0;2.597816;60.0;0.368171;60.0;0.383686;60.0;0.355376
